shipment_id,order_id,origin,destination,distance_km,shipment_date,delivery_date,delivery_status,transport_cost,vehicle_type
566,1304,Bangalore,Pune,698,2024-01-07,2024-01-12,On-Time,7361.715433022802,Van
567,1691,Delhi,Hyderabad,1597,2024-01-09,2024-01-17,Delayed,21175.138967543757,Truck
568,1681,Delhi,Hyderabad,1980,2024-01-13,2024-01-15,On-Time,22402.88409314381,Bike
569,1837,Mumbai,Chennai,863,2024-01-18,2024-01-24,Delayed,11084.41923382644,Van
570,1782,Bangalore,Chennai,1960,2024-01-05,2024-01-14,Delayed,21531.834667068095,Truck
571,1053,Bangalore,Chennai,1089,2024-01-13,2024-01-21,Delayed,9954.996232868605,Truck
572,1443,Delhi,Chennai,1202,2024-01-04,2024-01-12,Delayed,17524.509236312173,Bike
573,1612,Bangalore,Pune,624,2024-01-02,2024-01-10,Delayed,6496.550267243991,Truck
574,1992,Mumbai,Pune,1182,2024-01-16,2024-01-23,Delayed,13062.158109149164,Truck
575,1263,Mumbai,Chennai,1960,2024-01-09,2024-01-17,Delayed,14121.557732529085,Truck
576,1052,Mumbai,Pune,1062,2024-01-09,2024-01-15,Delayed,11954.411383717677,Truck
577,1571,Bangalore,Chennai,1606,2024-01-06,2024-01-08,On-Time,17210.01885069608,Truck
578,1619,Bangalore,Hyderabad,719,2024-01-11,2024-01-13,On-Time,4923.988081239109,Bike
579,1004,Bangalore,Hyderabad,318,2024-01-22,2024-01-30,Delayed,1779.486969582997,Bike
580,1102,Bangalore,Hyderabad,1235,2024-01-24,2024-01-25,On-Time,13638.837598477423,Truck
581,1195,Bangalore,Chennai,1333,2024-01-22,2024-01-28,Delayed,16845.01795043977,Bike
582,1773,Mumbai,Hyderabad,973,2024-01-01,2024-01-07,Delayed,9957.69533907114,Bike
583,1876,Delhi,Pune,1175,2024-01-04,2024-01-08,On-Time,8539.578347505838,Van
584,1991,Mumbai,Hyderabad,1579,2024-01-13,2024-01-16,On-Time,18419.38201198302,Truck
585,1883,Bangalore,Hyderabad,1808,2024-01-23,2024-01-26,On-Time,10488.311537101608,Bike
586,1349,Mumbai,Hyderabad,1644,2024-01-13,2024-01-14,On-Time,15483.746106944132,Bike
587,1046,Bangalore,Pune,296,2024-01-13,2024-01-16,On-Time,1963.565604859324,Truck
588,1866,Bangalore,Chennai,1713,2024-01-02,2024-01-06,On-Time,11724.783544655802,Van
589,1822,Mumbai,Pune,1868,2024-01-09,2024-01-14,On-Time,13118.850970275244,Truck
590,1935,Bangalore,Chennai,1910,2024-01-24,2024-01-27,On-Time,16936.10478953998,Van
591,1819,Delhi,Chennai,1610,2024-01-08,2024-01-14,Delayed,8873.518310488402,Truck
592,1655,Bangalore,Hyderabad,180,2024-01-07,2024-01-12,On-Time,1616.0281936723766,Truck
593,1268,Delhi,Chennai,402,2024-01-04,2024-01-07,On-Time,4067.0639374010975,Truck
594,1369,Delhi,Pune,245,2024-01-18,2024-01-24,Delayed,2409.0709981674963,Truck
595,1635,Bangalore,Pune,1866,2024-01-03,2024-01-09,Delayed,16472.751313520737,Van
596,1105,Mumbai,Chennai,1989,2024-01-28,2024-02-05,Delayed,26635.626034527268,Van
597,1669,Delhi,Hyderabad,979,2024-01-06,2024-01-08,On-Time,6317.748318796735,Bike
598,1658,Mumbai,Hyderabad,1739,2024-01-12,2024-01-13,On-Time,17489.06637435809,Truck
599,1656,Delhi,Pune,1455,2024-01-12,2024-01-16,On-Time,8177.702616717866,Van
600,1119,Bangalore,Hyderabad,1071,2024-01-21,2024-01-28,Delayed,6117.077320782413,Van
601,1830,Bangalore,Chennai,694,2024-01-28,2024-01-31,On-Time,7452.628996759048,Van
602,1786,Delhi,Chennai,276,2024-01-08,2024-01-11,On-Time,2942.2108526903858,Truck
603,1603,Bangalore,Pune,750,2024-01-22,2024-01-27,On-Time,10335.251346333427,Bike
604,1057,Delhi,Chennai,1549,2024-01-22,2024-01-27,On-Time,16386.463235974534,Van
605,1950,Bangalore,Pune,1550,2024-01-01,2024-01-04,On-Time,22626.76081627518,Truck
606,1345,Mumbai,Chennai,314,2024-01-04,2024-01-13,Delayed,1722.9018239757795,Van
607,1740,Bangalore,Pune,1445,2024-01-21,2024-01-25,On-Time,8641.211045081707,Van
608,1473,Mumbai,Hyderabad,1559,2024-01-28,2024-01-31,On-Time,8481.986781882246,Bike
609,1116,Bangalore,Chennai,1507,2024-01-11,2024-01-13,On-Time,10327.122134526448,Van
610,1829,Mumbai,Chennai,695,2024-01-03,2024-01-12,Delayed,7236.827271044662,Van
611,1790,Bangalore,Pune,260,2024-01-13,2024-01-17,On-Time,2978.487671711313,Truck
612,1126,Mumbai,Pune,1645,2024-01-25,2024-01-28,On-Time,8974.875848255602,Truck
613,1392,Delhi,Chennai,1450,2024-01-17,2024-01-24,Delayed,20966.57790276119,Bike
614,1907,Delhi,Pune,1468,2024-01-22,2024-01-30,Delayed,19702.987729227592,Truck
615,1640,Mumbai,Chennai,1523,2024-01-22,2024-01-24,On-Time,12132.408103252528,Truck
616,1057,Bangalore,Hyderabad,992,2024-01-10,2024-01-17,Delayed,5725.700299846562,Bike
617,1633,Mumbai,Pune,1437,2024-01-21,2024-01-26,On-Time,9626.277242157852,Van
618,1512,Bangalore,Chennai,1949,2024-01-12,2024-01-17,On-Time,12219.146624084417,Bike
619,1750,Delhi,Hyderabad,506,2024-01-15,2024-01-18,On-Time,3153.8159232526714,Truck
620,1801,Bangalore,Hyderabad,774,2024-01-21,2024-01-26,On-Time,7883.6674702727805,Bike
621,1095,Delhi,Chennai,1801,2024-01-10,2024-01-12,On-Time,13432.71243930614,Van
622,1637,Bangalore,Pune,1299,2024-01-14,2024-01-18,On-Time,11147.234917713587,Bike
623,1117,Bangalore,Chennai,1031,2024-01-13,2024-01-19,Delayed,15356.799987192364,Truck
624,1559,Bangalore,Hyderabad,1204,2024-01-05,2024-01-06,On-Time,14259.143557061152,Truck
625,1600,Mumbai,Chennai,637,2024-01-06,2024-01-10,On-Time,9230.0068490894,Bike
626,1487,Mumbai,Pune,525,2024-01-24,2024-01-30,Delayed,3373.4219139238567,Van
627,1236,Delhi,Hyderabad,1871,2024-01-02,2024-01-11,Delayed,16504.82957411737,Bike
628,1884,Delhi,Chennai,1035,2024-01-22,2024-01-24,On-Time,10916.474163972367,Van
629,1896,Mumbai,Pune,1350,2024-01-17,2024-01-24,Delayed,7786.233835497963,Van
630,1271,Delhi,Hyderabad,205,2024-01-04,2024-01-10,Delayed,1033.5842594373137,Bike
631,1188,Mumbai,Pune,1833,2024-01-14,2024-01-16,On-Time,21454.061338497497,Van
632,1998,Bangalore,Hyderabad,1291,2024-01-10,2024-01-18,Delayed,14740.88996190653,Truck
633,1703,Delhi,Chennai,239,2024-01-03,2024-01-10,Delayed,2176.785255899072,Bike
634,1446,Delhi,Pune,1490,2024-01-25,2024-01-30,On-Time,14745.696732877286,Van
635,1580,Mumbai,Hyderabad,1030,2024-01-03,2024-01-08,On-Time,9429.062906098525,Truck
636,1789,Delhi,Pune,1748,2024-01-15,2024-01-22,Delayed,9159.608183888658,Bike
637,1860,Delhi,Pune,1765,2024-01-06,2024-01-15,Delayed,14744.30884973821,Truck
638,1246,Bangalore,Chennai,595,2024-01-17,2024-01-26,Delayed,4028.6394196138745,Truck
639,1962,Delhi,Pune,90,2024-01-12,2024-01-21,Delayed,538.5817701912318,Truck
640,1075,Bangalore,Hyderabad,356,2024-01-22,2024-01-28,Delayed,5185.924744646086,Van
641,1153,Mumbai,Hyderabad,992,2024-01-20,2024-01-26,Delayed,10905.648472418283,Bike
642,1655,Delhi,Hyderabad,387,2024-01-24,2024-01-27,On-Time,4754.899819995652,Bike
643,1434,Bangalore,Hyderabad,1387,2024-01-29,2024-01-30,On-Time,11309.095119101048,Van
644,1996,Mumbai,Chennai,1148,2024-01-11,2024-01-18,Delayed,10253.329046591294,Bike
645,1085,Delhi,Pune,1002,2024-01-25,2024-01-29,On-Time,7383.9784188451695,Truck
646,1696,Mumbai,Chennai,328,2024-01-04,2024-01-05,On-Time,1958.047400766593,Bike
647,1284,Delhi,Pune,1249,2024-01-26,2024-02-03,Delayed,8481.10515164538,Van
648,1973,Mumbai,Pune,945,2024-01-28,2024-02-03,Delayed,12261.50772805179,Truck
649,1219,Mumbai,Pune,1735,2024-01-26,2024-02-01,Delayed,20430.419719938513,Van
650,1068,Bangalore,Chennai,322,2024-01-06,2024-01-08,On-Time,3371.110980673236,Truck
651,1046,Mumbai,Pune,886,2024-01-01,2024-01-02,On-Time,8639.296273599564,Truck
652,1093,Delhi,Chennai,669,2024-01-20,2024-01-22,On-Time,9516.085357659473,Bike
653,1749,Delhi,Hyderabad,1724,2024-01-23,2024-01-27,On-Time,9873.950499704244,Truck
654,1957,Bangalore,Hyderabad,911,2024-01-28,2024-01-30,On-Time,7111.273408597414,Van
655,1452,Delhi,Pune,1856,2024-01-16,2024-01-17,On-Time,15774.846562272454,Bike
656,1203,Delhi,Chennai,1932,2024-01-15,2024-01-22,Delayed,24776.46669195106,Van
657,1911,Delhi,Hyderabad,980,2024-01-17,2024-01-25,Delayed,14626.643277587318,Truck
658,1217,Mumbai,Chennai,338,2024-01-08,2024-01-14,Delayed,2503.466339879177,Van
659,1473,Mumbai,Chennai,773,2024-01-28,2024-02-01,On-Time,10623.395692879632,Van
660,1431,Delhi,Pune,942,2024-01-26,2024-02-01,Delayed,12534.466403267474,Truck
661,1340,Bangalore,Hyderabad,321,2024-01-12,2024-01-15,On-Time,2326.150246430071,Bike
662,1550,Mumbai,Pune,1139,2024-01-27,2024-02-04,Delayed,10243.398088469145,Van
663,1611,Bangalore,Pune,532,2024-01-22,2024-01-24,On-Time,4839.4596646362015,Truck
664,1288,Delhi,Hyderabad,985,2024-01-21,2024-01-26,On-Time,14560.4735849866,Bike
665,1253,Delhi,Hyderabad,297,2024-01-10,2024-01-11,On-Time,2022.248947095328,Bike
666,1733,Mumbai,Chennai,205,2024-01-27,2024-02-02,Delayed,2663.273840764803,Bike
667,1356,Delhi,Hyderabad,1120,2024-01-15,2024-01-17,On-Time,9342.95839873883,Van
668,1022,Mumbai,Chennai,503,2024-01-30,2024-02-03,On-Time,6191.277839254087,Van
669,1761,Delhi,Chennai,250,2024-01-09,2024-01-15,Delayed,2300.027510739157,Van
670,1521,Delhi,Chennai,1733,2024-01-02,2024-01-10,Delayed,18687.974694809636,Bike
671,1757,Mumbai,Hyderabad,173,2024-01-05,2024-01-13,Delayed,2305.4183678542067,Van
672,1836,Mumbai,Pune,50,2024-01-06,2024-01-12,Delayed,652.082782491942,Truck
673,1099,Mumbai,Chennai,1017,2024-01-07,2024-01-11,On-Time,13896.523776598751,Van
674,1801,Delhi,Pune,1832,2024-01-21,2024-01-29,Delayed,10252.189400314153,Van
675,1179,Delhi,Pune,904,2024-01-25,2024-02-02,Delayed,10776.136999479293,Bike
676,1222,Bangalore,Hyderabad,689,2024-01-01,2024-01-02,On-Time,4409.513025612946,Van
677,1905,Mumbai,Pune,240,2024-01-23,2024-01-27,On-Time,2197.964563244186,Truck
678,1761,Delhi,Pune,1652,2024-01-26,2024-01-30,On-Time,17322.680616703452,Bike
679,1658,Delhi,Hyderabad,565,2024-01-07,2024-01-14,Delayed,5100.478088819594,Truck
680,1441,Mumbai,Chennai,491,2024-01-20,2024-01-27,Delayed,5006.293328192767,Bike
681,1607,Bangalore,Pune,1994,2024-01-25,2024-02-02,Delayed,29840.734597444465,Bike
682,1768,Mumbai,Hyderabad,1888,2024-01-30,2024-02-04,On-Time,11992.902882898697,Van
683,1324,Bangalore,Pune,1879,2024-01-12,2024-01-19,Delayed,22086.819091871435,Truck
684,1515,Delhi,Pune,192,2024-01-16,2024-01-24,Delayed,1720.3218554603811,Bike
685,1015,Bangalore,Chennai,1264,2024-01-16,2024-01-25,Delayed,8001.243858188635,Van
686,1791,Delhi,Pune,582,2024-01-11,2024-01-14,On-Time,3833.8479628384816,Bike
687,1335,Mumbai,Hyderabad,276,2024-01-21,2024-01-24,On-Time,3999.9937732379026,Bike
688,1758,Mumbai,Pune,1386,2024-01-04,2024-01-08,On-Time,19121.276744425024,Bike
689,1257,Mumbai,Chennai,1702,2024-01-13,2024-01-18,On-Time,23947.854166263674,Bike
690,1496,Bangalore,Chennai,998,2024-01-07,2024-01-08,On-Time,14885.497102757317,Bike
691,1987,Delhi,Hyderabad,1375,2024-01-04,2024-01-11,Delayed,9739.33661261712,Bike
692,1895,Mumbai,Chennai,1727,2024-01-15,2024-01-24,Delayed,14773.437356277347,Van
693,1159,Mumbai,Pune,509,2024-01-19,2024-01-27,Delayed,5951.324862317571,Bike
694,1474,Delhi,Chennai,1474,2024-01-09,2024-01-14,On-Time,14501.249437545941,Truck
695,1851,Mumbai,Hyderabad,600,2024-01-11,2024-01-15,On-Time,5510.337200270001,Van
696,1663,Delhi,Chennai,442,2024-01-08,2024-01-15,Delayed,3791.5257220633216,Truck
697,1907,Delhi,Chennai,1940,2024-01-01,2024-01-06,On-Time,21219.34425970297,Bike
698,1689,Delhi,Chennai,1837,2024-01-23,2024-01-30,Delayed,19758.651284118307,Truck
699,1674,Delhi,Hyderabad,894,2024-01-25,2024-01-26,On-Time,5913.433036534307,Bike
700,1379,Delhi,Chennai,1280,2024-01-24,2024-01-25,On-Time,12438.26992023602,Bike
701,1544,Bangalore,Chennai,259,2024-01-08,2024-01-11,On-Time,2728.491900383511,Van
702,1928,Mumbai,Pune,1188,2024-01-13,2024-01-15,On-Time,12715.008832128919,Van
703,1956,Bangalore,Hyderabad,1810,2024-01-22,2024-01-24,On-Time,12852.940191713567,Bike
704,1690,Mumbai,Chennai,695,2024-01-27,2024-02-03,Delayed,8633.786176153393,Van
705,1426,Bangalore,Hyderabad,1324,2024-01-04,2024-01-06,On-Time,6953.636015430962,Truck
706,1612,Delhi,Chennai,268,2024-01-08,2024-01-12,On-Time,2290.949372855676,Van
707,1267,Mumbai,Chennai,456,2024-01-03,2024-01-05,On-Time,5837.769677322489,Van
708,1834,Mumbai,Chennai,1516,2024-01-29,2024-02-04,Delayed,16128.6166831999,Truck
709,1576,Bangalore,Pune,1676,2024-01-09,2024-01-17,Delayed,12757.082368882016,Van
710,1416,Bangalore,Pune,1427,2024-01-29,2024-02-02,On-Time,17051.98101302529,Bike
711,1167,Mumbai,Pune,937,2024-01-02,2024-01-07,On-Time,10001.453146742408,Truck
712,1841,Bangalore,Hyderabad,607,2024-01-02,2024-01-06,On-Time,7868.19870940027,Bike
713,1042,Bangalore,Hyderabad,599,2024-01-28,2024-01-31,On-Time,7397.800865277041,Truck
714,1555,Bangalore,Pune,191,2024-01-13,2024-01-18,On-Time,2120.3061310892085,Bike
715,1284,Delhi,Hyderabad,661,2024-01-15,2024-01-24,Delayed,6531.85443380448,Bike
716,1396,Delhi,Chennai,550,2024-01-28,2024-02-05,Delayed,3482.5016911713783,Van
717,1011,Bangalore,Chennai,889,2024-01-23,2024-01-31,Delayed,6768.250529001062,Bike
718,1606,Bangalore,Chennai,751,2024-01-12,2024-01-20,Delayed,6902.437041607311,Van
719,1301,Delhi,Pune,1620,2024-01-26,2024-02-03,Delayed,17808.648449503497,Truck
720,1897,Delhi,Hyderabad,1732,2024-01-04,2024-01-11,Delayed,17557.420052329082,Bike
721,1252,Mumbai,Pune,1615,2024-01-26,2024-02-03,Delayed,12729.180094246401,Bike
722,1498,Mumbai,Hyderabad,1919,2024-01-08,2024-01-16,Delayed,9719.051025984545,Truck
723,1753,Delhi,Chennai,1580,2024-01-09,2024-01-17,Delayed,15740.57970603286,Truck
724,1034,Bangalore,Pune,645,2024-01-23,2024-01-30,Delayed,5067.287626226468,Bike
725,1726,Bangalore,Hyderabad,1954,2024-01-05,2024-01-06,On-Time,24124.246195883858,Truck
726,1848,Bangalore,Hyderabad,330,2024-01-24,2024-01-28,On-Time,1729.0226753925954,Van
727,1089,Bangalore,Chennai,473,2024-01-20,2024-01-24,On-Time,5131.235547476391,Truck
728,1775,Mumbai,Pune,905,2024-01-18,2024-01-23,On-Time,13045.341849429893,Truck
729,1604,Delhi,Pune,319,2024-01-11,2024-01-17,Delayed,2151.3655620856835,Bike
730,1921,Bangalore,Pune,203,2024-01-15,2024-01-19,On-Time,1972.4484662237087,Van
731,1969,Mumbai,Chennai,663,2024-01-28,2024-01-30,On-Time,3921.127805747626,Truck
732,1601,Bangalore,Pune,1800,2024-01-22,2024-01-28,Delayed,20262.274420704347,Van
733,1417,Delhi,Chennai,711,2024-01-09,2024-01-17,Delayed,7469.280249039164,Van
734,1114,Mumbai,Chennai,132,2024-01-17,2024-01-25,Delayed,1197.7224919609387,Van
735,1616,Delhi,Chennai,1695,2024-01-27,2024-02-03,Delayed,17312.340513979914,Bike
736,1902,Delhi,Hyderabad,996,2024-01-26,2024-02-01,Delayed,13909.883598351342,Truck
737,1195,Mumbai,Pune,948,2024-01-12,2024-01-14,On-Time,6600.869985908915,Bike
738,1825,Mumbai,Pune,1499,2024-01-07,2024-01-14,Delayed,7833.242030463156,Truck
739,1500,Mumbai,Chennai,1348,2024-01-10,2024-01-15,On-Time,18355.24264574388,Truck
740,1625,Mumbai,Chennai,1786,2024-01-25,2024-01-31,Delayed,19237.31109144801,Bike
741,1492,Mumbai,Pune,333,2024-01-26,2024-02-03,Delayed,4630.892656687935,Van
742,1074,Mumbai,Chennai,1029,2024-01-25,2024-02-02,Delayed,11287.566348921546,Van
743,1412,Mumbai,Pune,222,2024-01-10,2024-01-13,On-Time,2908.5576197105397,Truck
744,1375,Bangalore,Hyderabad,1400,2024-01-27,2024-02-03,Delayed,13015.427086972071,Bike
745,1419,Delhi,Chennai,1791,2024-01-13,2024-01-14,On-Time,22384.991369372892,Van
746,1728,Mumbai,Pune,1136,2024-01-19,2024-01-20,On-Time,16052.151063868763,Van
747,1276,Bangalore,Chennai,1146,2024-01-11,2024-01-18,Delayed,12286.529164256484,Truck
748,1760,Bangalore,Pune,812,2024-01-13,2024-01-22,Delayed,5527.975422566522,Truck
749,1675,Bangalore,Pune,1709,2024-01-21,2024-01-28,Delayed,13138.751240866086,Bike
750,1393,Delhi,Chennai,1448,2024-01-08,2024-01-13,On-Time,10116.373473474436,Truck
751,1868,Mumbai,Hyderabad,682,2024-01-08,2024-01-16,Delayed,5093.564928202899,Van
752,1456,Bangalore,Pune,1581,2024-01-04,2024-01-06,On-Time,12749.428254239885,Van
753,1919,Delhi,Pune,836,2024-01-15,2024-01-24,Delayed,8820.918457256656,Van
754,1191,Delhi,Pune,992,2024-01-28,2024-02-03,Delayed,10792.87696428122,Van
755,1738,Delhi,Hyderabad,1061,2024-01-11,2024-01-20,Delayed,9830.162318236145,Bike
756,1688,Bangalore,Hyderabad,447,2024-01-11,2024-01-13,On-Time,4985.930885799135,Bike
757,1098,Mumbai,Chennai,1193,2024-01-01,2024-01-04,On-Time,6938.188862543596,Truck
758,1547,Bangalore,Hyderabad,983,2024-01-17,2024-01-25,Delayed,5777.958370281713,Truck
759,1977,Bangalore,Chennai,1510,2024-01-15,2024-01-16,On-Time,10144.624851400642,Truck
760,1998,Mumbai,Chennai,1902,2024-01-20,2024-01-27,Delayed,19363.83401272736,Bike
761,1095,Mumbai,Hyderabad,725,2024-01-06,2024-01-13,Delayed,5176.461420562773,Van
762,1663,Mumbai,Chennai,985,2024-01-24,2024-01-25,On-Time,7715.3513744018865,Truck
763,1662,Delhi,Hyderabad,514,2024-01-22,2024-01-31,Delayed,4627.6079779291895,Van
764,1189,Mumbai,Chennai,335,2024-01-28,2024-02-05,Delayed,4394.751515434772,Truck
765,1735,Bangalore,Hyderabad,314,2024-01-25,2024-01-29,On-Time,1613.5271067663807,Truck
766,1036,Mumbai,Hyderabad,369,2024-01-15,2024-01-20,On-Time,4241.207846673136,Truck
767,1779,Bangalore,Chennai,722,2024-01-09,2024-01-11,On-Time,8439.28855411375,Truck
768,1368,Delhi,Pune,1449,2024-01-14,2024-01-23,Delayed,18817.522257367662,Truck
769,1694,Bangalore,Chennai,869,2024-01-18,2024-01-24,Delayed,12450.623040434122,Van
770,1524,Bangalore,Hyderabad,138,2024-01-26,2024-01-29,On-Time,717.7902315500199,Truck
771,1278,Mumbai,Pune,1727,2024-01-17,2024-01-24,Delayed,11290.844594213244,Van
772,1216,Mumbai,Chennai,1276,2024-01-18,2024-01-27,Delayed,17687.54571215447,Bike
773,1866,Bangalore,Chennai,870,2024-01-05,2024-01-08,On-Time,8339.111491027033,Truck
774,1872,Mumbai,Chennai,1812,2024-01-20,2024-01-22,On-Time,19290.382377474358,Van
775,1797,Delhi,Pune,1050,2024-01-20,2024-01-27,Delayed,12211.785639093048,Bike
776,1272,Delhi,Hyderabad,383,2024-01-09,2024-01-16,Delayed,4515.825095218292,Bike
777,1880,Mumbai,Chennai,271,2024-01-11,2024-01-15,On-Time,3880.0164929877374,Bike
778,1061,Delhi,Chennai,90,2024-01-24,2024-02-02,Delayed,1347.2544756705026,Van
779,1595,Mumbai,Chennai,1781,2024-01-22,2024-01-30,Delayed,21731.004379180045,Truck
780,1879,Bangalore,Chennai,117,2024-01-01,2024-01-02,On-Time,921.0488147700264,Truck
781,1728,Bangalore,Chennai,1037,2024-01-18,2024-01-19,On-Time,14308.032411792345,Van
782,1341,Delhi,Hyderabad,1849,2024-01-06,2024-01-11,On-Time,10155.094709858682,Truck
783,1396,Mumbai,Hyderabad,563,2024-01-27,2024-02-02,Delayed,4115.985201683414,Van
784,1698,Mumbai,Chennai,1946,2024-01-02,2024-01-05,On-Time,27193.12606184389,Truck
785,1018,Delhi,Pune,1710,2024-01-15,2024-01-24,Delayed,12930.87489691297,Bike
786,1176,Bangalore,Hyderabad,1695,2024-01-29,2024-02-04,Delayed,12215.035460588637,Truck
787,1611,Delhi,Pune,1671,2024-01-26,2024-01-30,On-Time,10663.07364837353,Van
788,1395,Bangalore,Hyderabad,1705,2024-01-21,2024-01-28,Delayed,23172.855467879926,Van
789,1444,Mumbai,Chennai,1200,2024-01-14,2024-01-22,Delayed,12000.69911029304,Bike
790,1232,Bangalore,Hyderabad,1328,2024-01-05,2024-01-14,Delayed,15602.581736559176,Van
791,1914,Delhi,Chennai,744,2024-01-06,2024-01-12,Delayed,5498.653897518221,Truck
792,1075,Mumbai,Hyderabad,1089,2024-01-06,2024-01-12,Delayed,13700.060184812146,Truck
793,1264,Delhi,Chennai,526,2024-01-30,2024-02-07,Delayed,6627.629166500638,Bike
794,1454,Delhi,Chennai,1135,2024-01-22,2024-01-27,On-Time,9222.987582709207,Van
795,1795,Bangalore,Chennai,930,2024-01-30,2024-02-02,On-Time,8469.34848699563,Bike
796,1717,Delhi,Chennai,481,2024-01-18,2024-01-21,On-Time,3413.610234439266,Truck
797,1734,Bangalore,Pune,1743,2024-01-14,2024-01-20,Delayed,25736.458636518222,Bike
798,1383,Mumbai,Chennai,317,2024-01-10,2024-01-12,On-Time,3631.5601692751648,Van
799,1563,Bangalore,Pune,1108,2024-01-14,2024-01-20,Delayed,15894.746198327912,Bike
800,1850,Mumbai,Pune,828,2024-01-13,2024-01-19,Delayed,6652.032301249224,Van
801,1505,Bangalore,Chennai,1649,2024-01-30,2024-02-07,Delayed,21138.38115531871,Van
802,1366,Delhi,Pune,543,2024-01-03,2024-01-10,Delayed,6873.612436294149,Truck
803,1143,Bangalore,Hyderabad,1635,2024-01-30,2024-02-07,Delayed,19483.569908017955,Truck
804,1884,Bangalore,Chennai,1542,2024-01-06,2024-01-15,Delayed,22600.152998614063,Truck
805,1068,Mumbai,Pune,1840,2024-01-29,2024-02-04,Delayed,16441.418184356204,Van
806,1098,Delhi,Chennai,710,2024-01-08,2024-01-11,On-Time,4478.092997487277,Bike
807,1395,Bangalore,Chennai,1398,2024-01-12,2024-01-15,On-Time,16380.489852231969,Van
808,1024,Delhi,Chennai,1377,2024-01-13,2024-01-14,On-Time,16927.59595257113,Truck
809,1947,Bangalore,Pune,1349,2024-01-11,2024-01-16,On-Time,14502.56713595941,Truck
810,1890,Bangalore,Hyderabad,1942,2024-01-12,2024-01-16,On-Time,13726.403484650555,Bike
811,1468,Delhi,Hyderabad,1757,2024-01-01,2024-01-10,Delayed,17648.290895130573,Truck
812,1483,Bangalore,Pune,1062,2024-01-17,2024-01-26,Delayed,8625.455002364153,Truck
813,1564,Delhi,Chennai,1274,2024-01-16,2024-01-21,On-Time,11815.92356884362,Truck
814,1150,Bangalore,Pune,1518,2024-01-11,2024-01-15,On-Time,17384.417981321996,Bike
815,1143,Mumbai,Pune,1978,2024-01-13,2024-01-20,Delayed,24630.347610424706,Van
816,1568,Delhi,Pune,1397,2024-01-18,2024-01-24,Delayed,10229.178931891764,Truck
817,1038,Bangalore,Chennai,1108,2024-01-11,2024-01-15,On-Time,10031.004995968244,Bike
818,1108,Bangalore,Pune,1026,2024-01-28,2024-01-30,On-Time,7891.597718374115,Truck
819,1692,Mumbai,Chennai,531,2024-01-12,2024-01-13,On-Time,3709.733869606525,Bike
820,1041,Delhi,Pune,777,2024-01-06,2024-01-10,On-Time,9971.918699367665,Truck
821,1185,Bangalore,Hyderabad,529,2024-01-09,2024-01-13,On-Time,7454.946753571689,Bike
822,1934,Mumbai,Pune,1138,2024-01-16,2024-01-17,On-Time,9903.242273090484,Truck
823,1397,Bangalore,Pune,1081,2024-01-04,2024-01-10,Delayed,13526.32517248042,Van
824,1222,Delhi,Hyderabad,1374,2024-01-03,2024-01-07,On-Time,19194.71527586701,Truck
825,1633,Bangalore,Chennai,392,2024-01-28,2024-01-29,On-Time,5276.806905278508,Bike
826,1132,Bangalore,Chennai,1504,2024-01-16,2024-01-17,On-Time,10269.513363629958,Truck
827,1162,Bangalore,Pune,1497,2024-01-24,2024-01-25,On-Time,21800.68946625502,Van
828,1214,Bangalore,Hyderabad,381,2024-01-27,2024-02-04,Delayed,3340.137238036252,Truck
829,1732,Mumbai,Chennai,487,2024-01-26,2024-02-03,Delayed,4087.1020199165823,Bike
830,1234,Mumbai,Pune,1661,2024-01-30,2024-02-01,On-Time,9341.984346083931,Bike
831,1842,Delhi,Hyderabad,223,2024-01-25,2024-02-01,Delayed,2199.167248653889,Van
832,1657,Mumbai,Chennai,608,2024-01-12,2024-01-20,Delayed,3702.8027830968463,Bike
833,1750,Mumbai,Chennai,576,2024-01-11,2024-01-19,Delayed,4311.589368541974,Truck
834,1587,Delhi,Hyderabad,1946,2024-01-05,2024-01-12,Delayed,15897.703419591297,Truck
835,1008,Mumbai,Hyderabad,708,2024-01-25,2024-01-30,On-Time,9266.490370321124,Truck
836,1073,Mumbai,Hyderabad,75,2024-01-18,2024-01-19,On-Time,1031.6164877969222,Bike
837,1953,Delhi,Hyderabad,869,2024-01-19,2024-01-28,Delayed,6973.432298740171,Truck
838,1491,Delhi,Pune,654,2024-01-23,2024-01-30,Delayed,8885.885712939513,Truck
839,1912,Delhi,Hyderabad,455,2024-01-23,2024-01-25,On-Time,6175.400765032549,Truck
840,1252,Bangalore,Chennai,281,2024-01-06,2024-01-12,Delayed,3553.6691705814947,Van
841,1229,Bangalore,Chennai,582,2024-01-22,2024-01-24,On-Time,3763.7655635683564,Bike
842,1518,Delhi,Pune,1892,2024-01-18,2024-01-19,On-Time,22520.908263361795,Bike
843,1173,Delhi,Chennai,1623,2024-01-26,2024-02-02,Delayed,23452.74056814263,Bike
844,1652,Delhi,Chennai,1861,2024-01-06,2024-01-08,On-Time,22007.07830985679,Van
845,1167,Bangalore,Hyderabad,554,2024-01-04,2024-01-06,On-Time,4607.1573440574,Bike
846,1169,Bangalore,Chennai,1742,2024-01-12,2024-01-17,On-Time,17430.09170964508,Van
847,1392,Mumbai,Pune,228,2024-01-19,2024-01-24,On-Time,2612.2530988404023,Van
848,1945,Mumbai,Hyderabad,181,2024-01-29,2024-02-05,Delayed,1829.1324397985913,Bike
